"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu154",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,4,319,0,0,0,67,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu162",0,33,0,11,39,5,0,0,36,0,0,0,0,0,0,3,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu113",0,32,9,11,16,0,15,5,11,6,7,0,0,4,11,3,11,0,13,0,4,5,7,18,9,20,5,0,4,0,2,0,1,1,4,6,12,0,17,11,9,4,0,8,1,2,7,2,2,0,7,4,0,0,3,7,0,0,0,0,0,0,0,11,0,11,0,3,0,0,0,5
"Otu123",5,3,6,0,11,2,0,0,11,4,0,1,1,32,0,5,0,0,73,0,0,7,0,5,16,0,2,0,8,1,0,5,0,1,59,1,53,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,39,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu949",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu624",1,0,0,0,0,3,0,0,0,2,1,0,19,1,0,0,0,0,2,0,0,0,0,0,7,6,0,0,0,1,0,3,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu886",0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"Otu218",2,11,13,18,0,0,6,32,1,0,3,0,0,1,103,0,2,0,0,0,5,0,4,0,0,0,0,0,1,0,13,0,0,98,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu811",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu191",0,0,125,0,0,2,0,0,17,16,26,13,1,11,5,0,45,2,0,29,0,74,68,4,0,0,16,10,2,6,0,95,73,7,7,0,0,2,31,108,35,0,2,22,46,3,10,9,0,15,55,14,3,6,39,0,13,0,14,21,10,0,0,0,172,0,0,3,101,0,0,15
