"","DA01128","DA00755","DA01157","DA01259","DA00886","DA00810","DA00491","DA00153","DA00885","DA00318","DA01211","DA01231","DA00953","DA01223","DA00236","DA01203","DA01441","DA01134","DA00346","DA01467","DA00984","DA01482","DA01255","DA01547","DA01571","DA01072","DA01556","DA00565","DA00812","DA00595","DA00997","DA00165","DA01381","DA01073","DA00382","DA01380","DA00621","DA00884","DA00949","DA01588","DA01076","DA00369","DA00581","DA00721","DA01555","DA00658","DA00908","DA01324","DA00383","DA00673","DA01370","DA00703","DA01044","DA01242","DA01501","DA00678","DA01408","DA00632","DA00955","DA00299","DA00498","DA00815","DA01161","DA00603","DA00927","DA01071","DA01291","DA01495","DA00155","DA00307","DA01024","DA01026","DA01109","DA00530","DA01193","DA00331","DA00687","DA00431","DA00896","DA00926"
"Otu00403",1,1,0,0,0.01,0.01,0.28,4,7,0.02,0.02,0,0.02,0.05,0,0,0,8,0,2,0.03,0,0.02,0.01,0.02,0.03,0,0,0,0.07,0,1,3,0.01,0.03,3,0,1.06,0.16,0,0.01,0.01,0.17,0.03,0,0,0,0,1,0,0,3,0.01,1,0,10,0.01,0,0.04,0,0,0,0.21,0.38,0.02,0,1.56,0.04,0,0.02,0,0,0,0,0.12,0.01,0,0.42,0,0
"Otu00033",61,0.49,0.04,30,3,4,33,19.97,44,0.02,362,60,4,35,2,0.01,5,0.04,0.02,26.03,50,0.56,25,2.45,0,0.04,0.74,11,0,9,0,42,0,31.57,0,27,0.01,33,3,0,0,6,2,509.85,1057,0,0,114,387,0.18,63.75,0.4,14,69,0.2,56,0.01,92,0,0,0.58,1,0.56,0,1075,0,23,74.97,17,0,0.01,0.19,0,40,280.21,6,0,0.01,0.01,17
"Otu00079",0.03,0.08,0.01,6,1,6,25,0.02,0.01,0.06,0.03,0.12,0.51,0,0,0,0,0,0.03,0.08,0.23,0,0,1.03,0.02,0.02,4,0.02,0,0,0,0,2,0,0.02,0.08,0,0,0,1,0.02,0,0,0,0.02,0,6,1.48,0,0,0,0,0.4,0,0.04,0,0,0,0.03,0,0,0,0,5,0,0,0,0,1,0.01,0,0,1.8,0,12,0,0,0,0,0
"Otu00267",8,0,0,3,0.14,0.01,2,1,8,31,2,0.08,2,0.04,0,0,0,0,0,13,0.27,0,0,0,0,0,2,0,0,0,0,0,0.02,0,0,0.01,0,0,0.17,0,0,0,0.03,0,1,0,0.26,0.16,0,0,0,0,1,0,0.07,0,0,0,1,0,0,0,0,0,0,0.05,0,0,4,0,0,0,0.6,0,1,0,0.03,1,0,3
"Otu00007",380,134,193,2.12,132,172,368,154,7,556,172,0,651,498,127,26,21,0.59,233,68.39,372,3710,29.31,39,341,46,0.36,626,35,0.37,3,4,3,22.13,269,757,6.69,23.25,21.87,1.76,27,408,0.61,1,0.36,47,0,126,0.42,83.87,1708.68,1.48,1674,15,0.15,270,1252,433.09,10,83,0.09,1.95,503,1.97,23,1,26,57,0,2,336,1,0.01,29,0,1,124.53,3,65,0.03
"Otu00194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00064",0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,0,0,0,0,0,0.21,0,0,0,0,0.02,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0
"Otu00133",0,0,469,0,0,0,0,0,0,0,0,0,0,0,0.01,2,0,0,5.87,0,0,0,0,0,0,1,0.01,0,0,0,0,0,0.03,0,1,0,0,0,0,0,1,0,0.01,0,0,0,0,0,0,0.53,0,0,0,0,0.02,0,0.05,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00604",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.06,0,0,4,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.02,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
"Otu00067",29,0,0.35,9,3,17.01,0.02,0,0,0.04,47,19,0.22,1.84,0.01,0,0.08,0,0.09,0,0,0.13,0.37,0.11,7,0,45,0.05,14,0.02,24,0.01,0.03,0.47,0,2,0,0,0.42,0.01,0.06,0,0.01,4,0.05,1.24,0.35,10,0.01,0,0,0,0.01,0,0,0,0,25,0,24,0,0,0,0,0,0,0,10,15,0,0.5,0,0.23,0,0,0.01,0,0,0.16,0.02
"Otu00148",0.02,0,1,0,0,0,0,0,0.01,0,0,0,0,1,0,0.01,0,0,4,0,0,0,0,0,0,0.11,0,0,0,0,0.13,0,0.03,0,37,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0.19,0,0,0,0,0.02,0.02,0,0,0,0,0,0,0,0,0
"Otu00667",0,0,0,0,0,0,0.01,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0.01,1,0,0,0,0.01,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,3,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03,0,0,0
"Otu00543",1,0,0,0,0.01,0,0,1,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00046",63,57,110,43,10,39,109,4.36,14.34,678.3,39,8.13,39,679.38,14,14,4,60,596.81,0.11,18,110,9,131,35,11,27,1,1,3,13,12,115,41,17,119.25,5,5,1,2,21,12,0.81,61,643.04,282,5.49,18,25,27,42,14,83,32,251,60,273,147,1,327,21,9,23,578.58,7,2.94,7,12,1,59,3,0.8,10.53,10.76,16,7,85.08,2.68,4.48,1
"Otu00028",0.22,0.01,232,7,5,0,44,21,52,0.01,4.15,37,324,0,0.86,9,2,3.04,163.25,7.66,19,129,40.23,2.51,0,1,0.37,1,0,21,1,0.01,16.25,0,0,32,0,0,3,0,0.02,2,26,0,0.03,0,0,1.03,0,1.08,41,17,458.32,0.13,0,0,0.06,0.04,0,0,0,0.02,0.01,0,0,0,0.65,0,5,0,0.76,0,0,0,0,0,1,0,0,0
"Otu00023",864,12.39,2,18,44.56,6,86,420,664,1.71,178,168.67,4,6,0.02,1,29,38,47,9,5,35,5,0.06,12,67.15,69,6.08,14,24,2.13,6,4,1,0.03,20,5,0.01,2,36.91,49,0,1,26,98,7,0.5,16,3,3,0,7,770,3.43,89.71,0,0.23,22,17.46,10.81,0.72,331.03,0,2.82,5,4,1,85,22,0.02,0.07,6,0.32,57.11,131.32,1,9,0.33,0.16,14
"Otu00498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0.01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00534",0,0,1,0,0,0,0.07,1,0.01,0.02,0,0,0,0,1,0.01,0,0,0.06,0,4,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00306",0.13,2,1,0.01,1,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0.97,0,0,0,1,0.06,0,0,0,0.02,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00309",0,0,0,0,0,1,1,0.2,9,0,0,0,3,0.01,0,0,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00262",0.67,11,0.03,0.07,5,0.64,2.55,2,8,0.02,13,6,0,0,0.01,0,0.99,0,0.06,0.01,0.23,0,0,9.08,1.9,8,0,9,0.02,2,0.01,0,5,0.02,0.04,0.2,1,0,0,0,0.01,0.04,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0.05,2,0,0,0,0.59,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0
"Otu00323",0.02,0,0,0.01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.12,0,0,0,0,0.01,0,0,0,0,0,0,3,0.57,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.02,0,0.01,0,0.08,0,0,3,0,0,1,2,0,0,0,0,0,0,0.03
"Otu00430",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00754",2,0,1,0,0.01,0,0,0,0,0,0.02,0,0,0.02,0,0.01,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00118",1.16,33,40,4,2,4,1,4,17,25,0,6,15,0.06,3,0.22,0.05,46,49.86,4,10,3,16,31,2,0.05,11,0.04,1,0,17,0.14,2,1.49,5,1.15,0,6.14,0.01,4.82,84,2,27,0,4,0,7.01,2,0.32,0,15.96,7,6,12,19,20,117.64,1,0.03,3,0,0.33,1,2,0.22,0,4,0,5.38,5.52,5.47,0,2,3,0,0.57,5,1,2.01,16.42
"Otu00116",0.04,10,0,13.58,0,0,0.07,0.66,154,12,0,2,0.01,0.02,8,0.01,4,8,0,0,0.03,0.06,250,0,0,1,421,0.44,1,0,0,5,0.02,0,0,0,0.04,0.02,0,0.05,0,0,7,3,1.27,14.58,41.47,0,0,4,0,5,0,1.47,0,0,21,0.06,0,0,0,0,0.14,0,0.03,0,24,0.1,0,0,0,0.01,87.93,0.13,0,5,3.5,12,0.61,0
"Otu00627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00484",0.02,0,0,0.02,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11.09,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0.02
"Otu00163",0.04,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.03,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0.06,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Otu00090",1,0.01,0.01,0.01,1.84,0,5,0,0.04,0,5.6,1,0.19,0.02,0,0,0.04,0,0,0.12,0.01,0,0,0.02,0,0.02,0,6,0,2,0,0,1.52,0,0,0,0,12,0.04,0,0,0.19,2,0.04,1,0,0,0,0,0,13,0.01,0.16,0.01,0,2,0.01,0,0,0,200,0,0.59,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07
"Otu00607",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00030",3.92,338,81,261,0.63,3,0.8,28,1,273,108,72,0,1.28,1.35,6,20,68,71,16.18,0.02,0.08,15,119,230,328,20,64,19,0.09,4.74,7.98,197,92,180.56,0.02,474.61,9,0.01,40.08,10.15,73,123,259.45,3,0,1,55,38,196,751,3,0,346,0.05,97,2,32,0.59,72,0,0,25,401.62,0.04,0,9.86,0,21,7.36,114,0,3,0,142.59,75,2.27,27,2,2
