"","DA01128","DA00755","DA01157","DA01259","DA00886","DA00810","DA00491","DA00153","DA00885","DA00318","DA01211","DA01231","DA00953","DA01223","DA00236","DA01203","DA01441","DA01134","DA00346","DA01467","DA00984","DA01482","DA01255","DA01547","DA01571","DA01072","DA01556","DA00565","DA00812","DA00595","DA00997","DA00165","DA01381","DA01073","DA00382","DA01380","DA00621","DA00884","DA00949","DA01588","DA01076","DA00369","DA00581","DA00721","DA01555","DA00658","DA00908","DA01324","DA00383","DA00673","DA01370","DA00703","DA01044","DA01242","DA01501","DA00678","DA01408","DA00632","DA00955","DA00299","DA00498","DA00815","DA01161","DA00603","DA00927","DA01071","DA01291","DA01495","DA00155","DA00307","DA01024","DA01026","DA01109","DA00530","DA01193","DA00331","DA00687","DA00431","DA00896","DA00926"
"Otu00585",0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,1,0,0.01,2,0,0,0,0.01,0,0,0,0,0,0.04,1,0,0.01,0,0,0,0,0.04,0,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0.01,0.03,0,0,0,0,0,0,0,0.02,0,0.05,0,0.01,0,0,0,0,0
"Otu00604",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0.01,4,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0.04,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.21,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0.87,0,0,0
"Otu00103",0,0,2,1,0.02,0,1,0,0.03,0.05,0.01,0.01,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0.09,0.16,0,0,0,0,0,0.08,0,0,0,0,0,0,1,0,0,0,0,0,0,0.01,0.35,0,0,0.31,0,10,0,0,0,0,0.02,0,0,0.54,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0
"Otu00251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0.38,0,0.1,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"Otu00036",0.07,0.02,3,35,1,0.19,0.1,0,0,0.33,26.55,0.02,31,1.29,4,6,8,56.44,15,88.64,0.09,0.14,49,134,0.2,16.33,68,177,1.1,3,3.98,333,0.02,160,10,0.09,52,18,4,0.04,0.17,0.06,1.66,0.08,7,13,2,11,30,206.92,1,21,1,1291,0.19,1,0,26,333.85,0,146,2,191,17.48,4,0,149,23,41.17,3,4,0.95,1,29.67,214,16,0,0,0,1.41
"Otu00308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00019",1.45,0.01,0.02,166.91,10,6.22,157,3,0.01,142,2196,119,64,2.13,0.09,40,1,0,0,0,35.24,0.69,0,0.96,955,0.01,1.12,1,0.02,0.02,1,4,1,1,0.04,13,0,0,775,7,147,21,0.1,114.22,0,201,0,0,0.33,92,0.05,0,0.06,0,1.62,3,10.89,0,302,40,0.02,2,2,170.44,0.72,383,0.01,3,42.03,1,0,7,1,0,2,0.02,0,3,11,1
"Otu00043",0.31,0.05,0,0,0.04,6,0.01,0,14,0.22,0,0.01,35,4,20,0.43,0.01,5,0.03,0.02,0,0,0.05,0,1,0.21,0,0.44,0,3,0,0,4.99,0,3,0,32,0.04,1,0,22,125,0.01,0.43,0.02,0.53,0,0.03,0,0,36,0.03,0,0.08,0,0.04,0,0.04,20,0,1,0,1,0.11,0.08,0.07,0.11,0,0.01,0,0,0,0,0.07,0.01,0.28,0,0,0,0
"Otu00107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0.01,0,0,0,0,0,0.06,0,0,0.04,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Otu00003",109,161.46,874,1534,370,0.2,1507,0.39,0.27,3635,933,2.14,451,1771,215,117,13,400,500,0.53,59.17,318,510.2,43,108,235,143,1343,411,74,1882,494,92,685,922,501,351,73,5.68,1680,15.73,530,406,1245,92,672,23,980,199,160.68,405.62,3,437.69,1829,3,0.01,302,11.46,2,154,2,103,1037.97,0,115,2321,1341,9,4,0.04,12,1940,50,0.15,239,476,176,12,13,4
"Otu00377",0.02,0.01,0,0,0,1,0,0,2,0.05,0,0.01,1,0.03,0,0,0,0,0,1,0,0,0,0,0.01,0,1,0.02,0,0,0.01,0.04,0,0,0,0,0.03,0,0.01,0.01,0.1,0.01,0,0,0,0,0.42,0,0,0,0,0.22,0,0.02,9,0.04,0.01,0,0,0,21,0.01,0.02,2,0,1,0,1,0.84,0,0,0.01,0.03,1,0,0,0,0,0,0
"Otu00412",1,4,0,0,0,0.01,0,0.01,2,0,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,1,0.1,0,0.01,0,0,0,0,0,0,1,0,0.01,0,0,0,0,0.01,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0
"Otu00072",0.02,0,0,0,0,0,0,0,0,0.43,0,0,0,0.04,0,0,0,56,7.83,0,0,3,0,0,0,0,5,0.02,9,9,1.1,0,0.03,0,0.01,0,25,0,0,2,0,0,13,0,0.01,0,0.08,0,0,0,0.04,0,0.01,0.02,0,0,0,0,0,0,0,0.01,0.04,0,0.03,0,0.1,0.01,12,0,0.01,0,20,0,0,0,0.67,0,0,0
"Otu00095",0,0,0,0,0,0,0,0,0,0,5,0,0.01,0,0,0,0.01,1,0,0,0,0,0,1,0.11,0.04,0,44,0,0,0,0.02,0,0.56,0.1,0.02,3,0,0,0,0,0,0.02,0,0,0.24,0,0,0.02,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0.01,0,0.11,0,0,0,0.01,0,0,0,0.01,5,0,0,0,1
"Otu00267",8,2.57,0,3,0.12,0.05,2,1,8,31,0.11,0.11,2,3,0,0,0,0,0.01,13,0,0.12,0.11,0.25,0.03,0,0,0.22,0,1,0,0.2,0.11,0,0,0.16,0.05,0,0.18,0,0,0.02,0,0,1,0,0,0.47,0,0,0,0,1,0.01,0.15,0,0.26,0,1,0,0,0,0,0.35,0.36,0.13,0,0.12,4,0,0,0.07,0,0,1,0,0,1,0.61,3
"Otu00143",1,4,1,0.06,0.14,1.59,3,3,22,37,0.06,4,2,0.29,0.01,0.2,1,3,2.26,0,1,1,0.06,0.93,0.02,0.88,0.1,2,0.02,0.01,0.23,3,0.23,0,1,0.01,0.01,1,0,3,0,2,2,3,0,0.01,0,0.07,0.06,2,0.04,0,0.95,0.21,0.29,0.03,0.83,0,0.35,0,0,0.02,0,0,0.47,0.01,0.01,0.01,0.01,0,0,0.1,0.01,0,2,0.73,0.25,0.07,0,0.12
"Otu00426",0,0,0,0,0,12,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
"Otu00293",0.04,0,1,6,2,7,9,0,0.02,0,0.52,0.03,0.16,0,0,0,0,0,0.03,0,0.06,0,0,0,0,3,0,0,0,0.12,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00490",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0.01,0,0,0,0,0,0,1,0,0,0,1,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.06,0,0,0,0.19,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00498",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0
"Otu00372",0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0.01,0,0,0,0,0.04,0,0.01,0,41,1,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.07,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00444",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.04,0.1,0,8,0,0,0,0.06,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.02,0,0,0,0,1,0,0,0
"Otu00503",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00284",4,1.7,2,0,0,0.15,0.01,5,2,0,0,3,0,0.02,0.02,0,0.01,0,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,9,0,0,0,0,2,1,0,0,0,1.53,0.03,0.03,0,1,0,0,0.01,2,0.04,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0
"Otu00714",0,0,0,0.04,0,0,0.01,0,0,0,2,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.01,1,2,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu00223",7,0.05,0,0,0.02,0,1,0.03,0.03,0,6,0,0,0,0,0.03,1,0,0,1,0,0.05,0,6,1,0,101,0,0.02,0,0.12,0,0,0.01,0,0.2,0.34,0,0,1,0,0.01,0.07,0,0,0.05,45,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0.04,0.24,0.11,0.08,0,0.01,0,0,0,0.03,0,88,0,0.01,0,0,0,0,0
"Otu00331",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03,0,0.05,0,0,0,0,0,0.2,0.01,0,0.05,0,0,0,0.01,0,0,0,0,0.1,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
"Otu00177",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,2,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,1.36,0,0,0,0,0,0,0,0,0,0,0.24,0,0.17,0,0.02,0.06,2.11,0,0,0,0,14,0.01,0.38,0,0,0,0,0,0,93,0,0,0,20,0,0,0,0,0,0
"Otu00262",4.04,11,0.01,0.04,5,0.37,0,2,8,0,13,6,1.13,0.01,0,0,0.02,0.1,0,0,0.01,0,0,1,0.34,8,0,9,0,0,0,0,0,0.4,1,0.1,0.01,0,0,0.02,0,0,0,0.16,0,5,0,0,0.03,9,0,0,0,0,0.02,0.02,0,10,0,2,0,0.03,0,0,0.01,0.01,0,0,0,0,0.01,0.02,0,0,0.01,3,0,0,0,0
"Otu00169",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"Otu00641",0,0,0,0.06,0,0,0,0,0,0.05,0,0,1,0.03,0,0,0,0,0,0,0,0,0,1,0.01,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.08,0,0.01,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0.01,0.12,0,0,3,0,0,0,0,0
"Otu00309",0.03,0.01,0,0.04,0,1,0,0,9,0.08,0,0.01,3,0.05,0,0,0,0,0,0,0,0.25,0,0.54,0.01,0,0,0.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,3,0,0.01,0,0,0,0.22,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0.07,0,0,1,0,0,0,0,0.06
