"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu176",4,115,0,0,60,0,47,0,0,0,0,0,0,22,13,0,43,0,11,0,0,0,0,22,0,0,0,189,0,0,0,19,0,0,0,0,0,0,37,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,89,0,20,0,0,0,56,0,0,0,0,0,0,0,0
"Otu66",3,0,0,0,6,0,0,7,0,10,0,1,0,11,0,0,23,15,159,22,2,1,1,36,0,0,3,0,0,330,12,0,322,0,0,0,7,0,0,0,1,1,4,1,0,97,0,1,1,0,0,1,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Otu768",0,1,5,0,3,5,0,0,0,2,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu647",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Otu49",0,13,139,24,0,14,40,0,0,0,0,460,0,1,0,0,0,0,0,0,54,0,0,0,0,24,0,0,0,347,0,0,0,0,0,253,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0
"Otu686",0,0,1,0,0,3,0,0,1,4,0,0,11,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Otu379",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17,0,12,53,0,0
"Otu185",2,0,0,0,30,0,17,0,144,21,0,10,0,0,7,1,58,0,0,0,0,0,0,1,0,93,47,0,0,0,0,26,0,27,0,4,57,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,58,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"Otu682",0,7,0,1,14,5,0,1,1,0,0,5,0,0,0,0,0,0,1,0,3,0,0,1,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu469",1,0,0,0,0,1,0,0,0,0,0,0,0,10,4,0,0,5,0,0,0,0,0,0,0,0,2,4,2,2,1,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,2,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
