"","082B","005B","009B","053B","103B","052B","037B","056B","020B","100B","104B","087B","001B","110B","108B","107B","109B","112B","035B","067B","128B","045B","070B","019B","014B","025B","169B","040B","105B","028B","144B","172B","003B","038B","049B","170B","026B","017B","004B","072B","088B","093B","126B","101B","187B","509A","061B","078B","041B","178B","012B","140B","179B","150B","147B","027B","176B","013B","507A","016B","089B","099B","186B","068B","069B","030B","503A","064B","148B","505A","174B","142B"
"Otu605",0,0,0,0,11,19,0,0,0,0,0,11,0,0,61,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu24",0,0,29,0,239,0,2,16,0,0,18,431,267,0,78,0,50,0,0,7,0,0,0,0,0,0,3,67,0,0,182,0,0,0,34,0,0,0,909,7,0,5,0,0,0,0,68,0,0,56,804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu342",0,0,0,0,1,0,0,0,97,0,0,0,3,0,0,0,0,33,0,0,16,0,81,0,0,81,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu678",0,0,0,2,11,0,3,1,7,0,0,0,0,0,6,4,0,10,0,0,1,4,5,0,0,0,4,0,0,1,0,5,2,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0
"Otu800",0,0,0,2,0,0,0,0,0,0,5,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,0
"Otu454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,8,0,0,0,0,0,2,1,0,0,3,0,0,53,0,0,0,0,0,0,0,0,0,2,0,1,0,0
"Otu171",0,0,0,0,0,0,6,0,0,0,0,2,0,0,38,31,0,1,52,0,0,0,0,0,0,0,6,0,23,5,0,91,0,69,0,16,4,8,0,15,0,26,0,0,0,0,0,0,110,0,250,0,0,0,0,20,0,0,0,36,0,0,2,2,255,0,0,0,0,0,0,2
"Otu409",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,31,0,0,0,0,0,0,0,9,20,0,0,0,2,0
"Otu239",0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,6,31,0,0,1,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,426,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu277",0,0,0,0,0,0,0,1,0,0,0,3,36,0,0,0,1,5,0,0,0,0,0,0,2,0,2,1,0,4,5,0,0,0,0,0,0,0,76,0,0,1,0,0,0,0,3,0,3,18,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
