"","X082B","X005B","X009B","X053B","X103B","X052B","X037B","X056B","X020B","X100B","X104B","X087B","X001B","X110B","X108B","X107B","X109B","X112B","X035B","X067B","X128B","X045B","X070B","X019B","X014B","X025B","X169B","X040B","X105B","X028B","X144B","X172B","X003B","X038B","X049B","X170B","X026B","X017B","X004B","X072B","X088B","X093B","X126B","X101B","X187B","X509A","X061B","X078B","X041B","X178B","X012B","X140B","X179B","X150B","X147B","X027B","X176B","X013B","X507A","X016B","X089B","X099B","X186B","X068B","X069B","X030B","X503A","X064B","X148B","X505A","X174B","X142B"
"Otu536",0.08,5,0.03,0.01,9,1,0.94,0.74,1,13.21,0,0.11,6.1,0,2,0.58,0.01,0,0,5,3,0,14,3,0.03,12,4,2,0.02,0.01,5,16,0.01,4,2,0.03,0.02,0,0,0,0,0,0.03,0.01,0.01,0.01,0.01,2,0,0,0,0.16,0.02,0.04,18,0,0,0.14,0.03,0.57,0,0.01,0,0.03,0,0,0,0,0,0,0.63,0
"Otu277",0.01,1.17,1,0.01,11,0.73,0,1,0,0.17,0.02,3,0.01,0.86,0.07,0.01,3.51,5,0.08,2.81,0,0.08,0.01,0.04,0.02,0.05,2,1,0,0.24,5,0,0.01,0.02,3,0.04,6.71,0.08,76,0.32,0.02,1,0.15,0.02,0,0,3,0.28,3,18,79,0.01,0,30,0.21,0.01,0.26,0.07,0,0.72,0,0,0.01,0,0.04,0,1.38,0,0.06,2.25,0,0
"Otu516",3,0.03,0.01,0,2,0.01,0,0.02,0.53,2,10,0.03,1,0.09,0.01,0,1,2,0.04,0.17,0,14,0.34,0,0.04,0.1,0.04,0.02,0.01,0.04,2,0,0.55,8,0.72,0.89,2,0.07,0.02,1,0.01,0.16,0,0.39,3,0.22,0,0,0,0.04,0.02,1,5,0,0.02,0.45,0,1,0.01,0,0,0.01,0.01,0.02,0.06,0,0.03,0,0,0,0.01,0
"Otu409",0,0,0,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.05,0,119,0,0.01,0,0,0,0,0.22,0.2,2,0,0,0,0.01,0.12,0,2,0,0,7,0,0.03,0,0,0,0,0,0.04,0,0,1.24,0,0.02,31,0.4,0,0.02,0.08,0.02,0.01,1.85,9,20,0.1,0,0.05,2,0.02
"Otu589",0.01,1.32,0,7,9,1,1,0.13,0,10,0.05,0.07,0.06,0.02,8,3,0,0,11,0.72,6,0,0.04,7,0,4,0,0.21,0.03,5,4,0.14,0,0,0.27,0.27,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0.03,0.29,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
"Otu623",0,0.01,2,0.03,0,0,0,3,0.46,0.04,3,0.55,0.03,0.19,0,0,5,0.02,8,0.09,0,0.01,0.07,0.01,1,10,0,0.08,0,2,0.02,3,5,0,0,0.53,0,3,0.02,0,0.01,0,0.01,0.01,0.01,0,0.06,0.15,1,0,0.01,0,0.03,0.3,0,0.02,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0
"Otu14",0.03,0.18,0.12,70,3,0.48,33,0.06,142,1,2.19,0.02,0.01,946.5,70,0.01,23,114,982,0.37,0,0.47,0,0,1,0.19,0,0.34,0.06,0.02,1,31,757,0.02,0.1,79,1.92,1060,326,0,9,0,0.01,0.21,0.02,0,271.82,175,319,0.02,0.84,0,0,86,0,0,0,0,0,36,0.07,0.01,0,0,0,0,2.65,0,0,0,0.04,0
"Otu175",2,0.37,5,3,1.58,0.27,0.34,6.96,31,0,15,7,0.05,1.05,3,0,4,7,4,2,0.06,9.92,0.14,0.06,3,0.09,0.06,29,7,64.35,0.02,0.02,12.36,0.37,0.56,7,4,11,6.24,2,13.6,21,2,1.16,0.06,0.02,0.67,8,38.34,0,19,1.12,0.01,0,0.03,76,2,0,0,0.05,0.02,0.01,0.05,4,0.12,0.3,0,0.23,1.74,0.95,0,0.13
"Otu773",0,0.53,1,0,11,0.19,0,0.02,0.11,34,2,1,0,0,0.1,0,0.31,0,0.06,0.59,0,0.01,0.01,0,0,0,0,0,0,0.03,0.03,0.04,3,0,0,8,0,0,0,0.04,0.3,0,0.01,0,0,0,0,0,0.01,0.19,0.01,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu66",3,0.05,1.66,0,5.75,0.01,0,7,2,10,0.27,1,1.06,0.13,0.18,0.2,23,15,0.68,22,2,1,1,36,75,0.06,3,0,0.03,330,0.01,4,322,0.56,1.25,1.15,7,2.18,1.45,0.58,0,1,4,1,8,97,3.97,1,0.28,0.38,1.83,1,22,9,37.03,0.17,0.09,0.66,0.43,0.02,0,1,0.01,2,0.04,0.15,0.65,0.09,0.06,0.02,1.6,0
"Otu287",0.04,0,0,0,0,0,0,0,0.03,0,0.02,0,24,0.03,0,0,0.01,0.02,0.01,0,0,0.01,4,0,8,0.36,0.06,0,1,0.02,0,0.01,0.09,0.01,0.01,0,0,0.01,6,0,0,0,0,0.98,0,1,0,0,0,0,0.16,0.03,0,0.02,0.29,0.06,0.02,14,51,0,0,0.02,2,0.01,9,1,1.19,0.32,0.15,0,0,0.08
"Otu472",0.52,5,4,3,2,4,0.08,1,10,0.75,2,0.33,0.07,1,3.64,0.22,2,1,1,5.46,0,0.61,0.04,0.05,0.01,0.04,2,7.28,0.27,1,1.95,0.06,1,3,0,0.21,12,3,12,0.01,1,0.02,0.02,0,0,0,0.19,3,1.22,0,5,0.16,0.01,4.58,0,1,1,0.07,0,0.01,0.04,0,0.03,0.01,0,0,0,0.16,0.04,0.42,0,0.09
"Otu89",0.01,0,0.02,0.03,1.56,30,256,0.92,0.03,0,0,0,0,0,141,236,0,0,0.01,0,1,0,0,0.31,0,0,0,26,0,0,349,0,0,0,65.77,366,0,0,0,0,0.24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu180",12,28,18.43,11,16.08,0.38,9,7.47,3,0.28,5,18,11,360.83,19,7,15,7,16,23,5,20,11,22,2,27,53,0.84,4,13,0.03,45,248.1,6,1.98,9,85,17,205,20,16,14,1.6,24,15,40.94,4,17,25,3,3,7,106.24,8,489.49,9,33.34,413.25,130,14,5.71,143,0.45,9,0.37,0.41,1,7,0.44,19,9.56,0.01
"Otu186",35.05,2,1,12,42.57,5,1,3.79,0.18,4,1,1,1.36,6,1,0.08,0.89,13,44,13,0.05,4.55,8,0.38,0.16,0.02,13,3,6,9,8,0,0.13,10,5,0.12,13,2,13.25,0.3,1,0.35,0,4.3,18,4.15,1,4.99,45,15,71.99,0.82,3,18,3,2,13,0.21,0.02,0.05,0.19,0.03,0.02,3,0.01,0.08,1.01,0.64,0.11,0,2.63,43
"Otu366",0,0,0,0.11,0.01,0,2,0,1.74,0,15,2,0,0.67,0.01,0,0.3,0.05,5,0,0,1,0.03,0,3,0,0.01,1,0.01,0,0.01,1.37,1,0.02,0.02,0,0,4,10,0.07,1,0,0,57,0.03,1,0.01,0.34,1.83,0,0.02,0.03,0.02,0.16,1.81,0.06,0.34,3,0.42,0,0.02,17.04,0,0.03,0.09,0,0.04,5,0.01,7,0.02,0
"Otu254",22,22,44,12,15,5,4,16,39,13,1.87,53.95,29,4.53,19,1,6,0.55,16,35.34,1,0.02,0.14,3,20,1.77,5,3.7,0.04,4.6,25.19,0.02,1.67,8,0.07,3,0.01,8,0.07,11,18,0.28,5,1.35,0,0,8,3,2,13,0.01,1,0,0.03,0.05,2,0,7,0.01,0.21,0.81,0,0.01,0.08,0.14,0,0.06,0,0,0,0,0
"Otu948",0.03,0,0,3,0,0,0.05,0,0,0,0.08,0,0,1,3,0,0.01,0.02,2,0,0,0,0,0,0.2,0,0.01,0,0.01,0.01,0,0.01,0.02,0.01,0,0,2,0.35,2,0,0,0,0,1,0,0,0,1,0.06,0,0,0,0,0.33,0.04,0,0.12,1,0.31,0,0,1,0,0,0.06,0,0.03,2,0.01,1,0.01,0
"Otu189",0.01,15,16.86,1,0.32,2,0.05,44,0,0,0,2,0.02,0,0.13,10.57,4,0,0.16,0,2,0,0.01,1.88,0,0,0.08,0.12,0.01,0.01,0.09,0,0.02,0,0.04,0.12,0,0.09,0,389,0,0.26,4,0,0,0,0,0,0.02,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu446",10.71,1,10,4,4.31,3,0.16,4,0,0,0.01,33.77,0.15,11,0.04,17.16,0.26,1,0.52,2,7,0.04,0.02,4,0,0,0.23,0.38,3,12,3,0,0,0.1,3,0.13,4,0.15,0.03,2,0,0.07,1,0,0,0,0.01,0,6,0,0,0,0,0.33,0,0.02,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1
"Otu252",0.01,0.67,0,0.02,16,11,94,0.14,0.03,252,0,0.49,65,0,0.62,1,0,0.01,0.02,24,0.02,0.02,0.31,122,0.01,27,11,0.25,0.01,0,0.53,62.32,71,0,0,0.01,0.01,0,0,0,0,0,0,0,0.06,0,0,0,0,29,0,0,0.01,0.02,1.28,0,0,0.13,0,0.02,0,0,0,0,0,0,0,0,0,0,6,0
"Otu630",0,1,0.03,0.01,0,0,0,0.01,0.35,0,0,0.03,0,0.01,0,0,2,0,0.42,0,0.01,0,0,1,35,0,0.15,0,0,0,0,0.98,3,0,0,0.14,0,0.58,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.08,0.04,0,0.01,2,0.08,0,0,0.03,0,0,0.08,0,0.03,0.03,0,0.02,0.01,0
"Otu40",36,39,236.57,31,105,18,22,443.55,744.3,54,24,35,12,1397.97,21,69,22,163,296,44,12,7,63,132,9.64,20,21.21,91,266,155,33,44,21,2,22,72,126.74,66.58,20,3,47,55,12,5.75,20,158.59,32,5,45,6,218,37,5,184,81,137.14,32,4.16,3.41,29,23,14,6,3.28,8,5.16,62.97,10,265,42,12,5
"Otu581",0,0,0,0,0.01,0,0,0,0.01,0.01,0,0.01,0.11,0.08,0,0,0,2,0.01,0,0,0.11,0.01,0,1,10,0.02,0.02,0,0,0,0.67,0.01,0.01,0,0,3,5,0.01,0,0,0,0,0.31,0,0,0.01,0.02,1,0,0,0,0.04,0,0.01,0,0,3,3,0.02,0,0,0,0,0.09,0,0.04,0.07,0,3,0,0
"Otu11",18,1,78,55,216.01,8,11,94,296.13,2.6,40,74,73.46,132,120,24,27,567,112,26,1,193,33.14,53,43,4,76,7,105.83,14,16,353.05,79,107.52,12,144,100,77,316,10,31,1,59.26,75,21,63.1,1.75,115,133,0.01,543,8.92,6,36,145,129,56,637,211.67,1.95,26.71,27,23,14.32,193.46,3.42,24,967.02,1.85,13,103,48
"Otu746",33,0.04,2,53,0.94,11,7,0.11,0,0,0.1,0.04,0,0.02,0.12,0.06,0.01,0.02,0.07,0.01,0,0,0,0,0,0,0,45,27,7.31,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.14,0,0,0,1,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
"Otu39",0.01,0,0,0,0.01,0,0,0,0,0.02,0,0.68,0.03,0.12,0,0,0,78,0.01,0.32,0,1.07,0.04,7,0,0,6,0,0,0,0,0,0.02,0.02,0.02,0,565,0.01,0.23,0,0,0,0,0.04,23,0.07,0.02,0.02,29,0,0.05,0,27,2,0.04,0,0,1.67,0.02,0,0,111,0,0,52,0.04,7.61,0.04,0.35,0,0.05,109
"Otu545",0,10,0.08,5,0,0,0,0,0.36,0,0,0,0.02,0.01,0,0,0,0,0.04,0,0.01,0,3,0,8,0,0.12,9,0.04,24,0,0.01,0.03,2,0,0,0,0,0.01,0,0,0,0,2.14,0,0,0,0.01,0,0,0.05,0.1,0,6,0,0,0,8,0.19,0,0,0,0,0.01,0.15,0,7.9,0,0,0,0,0
"Otu273",9,4,1,4,2,3,20,27.71,2,143.47,42,3,3,0.32,23,0.07,158,0.07,28,24,0.03,0.15,1,0.11,0.02,16,0.33,1.69,5.93,4.58,0.08,11,0.97,2,0,2.42,0,0.57,0.04,3,2,0.06,0,0.01,0.12,0,20,1.97,12.06,17,0.02,1.2,111,0.15,0.05,0.33,0,0,0.01,33.18,0.13,0,0,0.09,0,0,0,0,0,0,0,0
"Otu848",0.01,0.03,1,0,0.01,0,0,5,0,0,9,7.24,0.02,0,0,0.11,0.11,0,0.01,8,1,0.02,0.01,8,0,0,0,0.01,0.07,0.03,0.01,0,0.01,0.01,0,0,0,0,0,0,0.04,0,0.26,0,0,0,0,0,0,0,0.03,0.02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu20",2,0.01,0.01,0,0.07,0,0.1,0,742,0.11,0.01,411,0,0.13,6,0,6.62,1.21,0.19,0.01,0,0,0.02,0.02,70,0.04,29,0,0,0.03,0,54,152,1,0.1,0,0.01,0.05,0.01,1.91,0.03,0,0,18.16,114,1,2,87,254,0.02,0,0.1,0.24,8.45,903,0,0,327,0.05,2.69,0,0.65,0,0.01,445,0.58,359,0.01,570,0,327,1.87
"Otu718",5,0.01,1,0.03,0.02,0.01,1,2,0.01,0.01,0.03,0.04,0,0.01,0,0,0.1,0.01,0.01,1,0,0,0,0.06,0,0,0,0,2,0.52,0.01,0.04,3,0.01,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,1,0,0.01,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0
"Otu208",12,12,45,0.15,37,4.72,0,253,0,1.43,0.02,0.32,0.4,0.02,0,77,0.43,0.03,0,313,21,0,0,403.28,0,0,120,0,0.02,0.97,8.82,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0,1.69,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otu47",4.02,9,30.57,29.4,7,3,20,10,23,9,15,29,191,4,4,2.42,1,8,6,54,0.32,24,82,3,24,12,38,25,23.86,0.22,2,373.7,404.79,6.73,41,2.65,47,70,42,31,13,6,0.32,14,95,66.79,4,47,27,75.71,1199.54,3.15,11,8,55,25,42,63,70,7,28.27,15,11,24.61,102,43,10,87,110,1.36,28,11
"Otu95",6,89.38,10,18,22,25,14,7,19,35,32,17,0.01,12,24,16,207.9,39.59,37,11,1.14,4,0.23,5.44,0.26,0.34,0.09,42,14,18.14,20,0.07,10.57,11,12,18,29,37,13,28,9,275.14,3,31,6,24,6,22,244.61,11,35,6,41.15,29.8,40,94,24,0.18,0.04,6.51,22,186.59,2.71,3,0.07,0.08,0,51,14,240.63,54.87,57
"Otu401",0.01,0.18,0.04,0,15,0.03,0,8,0.02,8.8,0,0.04,0.07,0.01,0.01,0.01,0.01,1,0,3,0,0.05,0,1,0,4,0,0,0.01,0,18,0.14,0,1,0.21,0.05,0.1,0,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0
